ts,run_rel_s,tid,comm,state,utime_ticks,stime_ticks
1789633879,6052,2932554,queue0:src,S,187,1413
1789633879,6052,2932555,decklinkvideosr,S,4555,46722
1789633879,6052,2932556,queue3:src,S,849,460
1789633879,6052,2932557,queue2:src,S,1155,429
1789633879,6052,2932558,decklinkvideosr,S,2386,432
1789633879,6052,2932559,decklinkaudiosr,S,997,1625
1789633879,6052,2932560,decklinkvideosr,S,2380,48159
1789633879,6052,2932561,program-audio-q,S,1503,501
1789633879,6052,2932562,program-video-q,S,1057,1792
1789633879,6052,2932563,program-asrc-a:,S,343,2208
1789633879,6052,2932564,program-asrc-b:,S,2420,110
1789633879,6052,2932565,program-vsrc-a:,S,690,1207
1789633879,6052,2932566,program-vsrc-b:,S,1503,1104
1789633879,6052,2932567,media-agent,S,256,27
1789633879,6052,2932568,media-agent,S,12,2
1789633879,6052,2932569,media-agent,S,11,38
1789633881,6054,2932474,media-agent,S,29,19
1789633881,6054,2932483,media-agent,S,0,0
1789633881,6054,2932484,media-agent,S,0,0
1789633881,6054,2932485,media-agent,S,0,0
1789633881,6054,2932486,media-agent,S,0,0
1789633881,6054,2932487,media-agent,S,0,0
1789633881,6054,2932488,media-agent,S,2,31
1789633881,6054,2932489,media-agent,S,0,0
1789633881,6054,2932490,pool-spawner,S,0,0
1789633881,6054,2932491,queue1:src,S,147,1328
1789633881,6054,2932496,decklinkvideosr,S,204,2245
1789633881,6054,2932547,media-agent,S,11,1
1789633881,6054,2932551,media-agent,S,89,98
1789633881,6054,2932553,decklinkaudiosr,S,1616,538
1789633881,6054,2932554,queue0:src,S,187,1413
1789633881,6054,2932555,decklinkvideosr,S,4556,46732
1789633881,6054,2932556,queue3:src,S,849,460
1789633881,6054,2932557,queue2:src,S,1155,429
1789633881,6054,2932558,decklinkvideosr,S,2386,432
1789633881,6054,2932559,decklinkaudiosr,S,997,1625
1789633881,6054,2932560,decklinkvideosr,S,2380,48169
1789633881,6054,2932561,program-audio-q,S,1503,501
1789633881,6054,2932562,program-video-q,S,1057,1794
1789633881,6054,2932563,program-asrc-a:,S,343,2208
1789633881,6054,2932564,program-asrc-b:,S,2420,110
1789633881,6054,2932565,program-vsrc-a:,S,690,1207
1789633881,6054,2932566,program-vsrc-b:,S,1503,1105
1789633881,6054,2932567,media-agent,S,256,27
1789633881,6054,2932568,media-agent,S,12,2
1789633881,6054,2932569,media-agent,S,11,38
1789633883,6056,2932474,media-agent,S,29,19
1789633883,6056,2932483,media-agent,S,0,0
1789633883,6056,2932484,media-agent,S,0,0
1789633883,6056,2932485,media-agent,S,0,0
1789633883,6056,2932486,media-agent,S,0,0
1789633883,6056,2932487,media-agent,S,0,0
1789633883,6056,2932488,media-agent,S,2,31
1789633883,6056,2932489,media-agent,S,0,0
1789633883,6056,2932490,pool-spawner,S,0,0
1789633883,6056,2932491,queue1:src,S,147,1328
1789633883,6056,2932496,decklinkvideosr,S,204,2245
1789633883,6056,2932547,media-agent,S,11,1
1789633883,6056,2932551,media-agent,S,89,98
1789633883,6056,2932553,decklinkaudiosr,S,1616,538
1789633883,6056,2932554,queue0:src,S,187,1414
1789633883,6056,2932555,decklinkvideosr,S,4556,46752
1789633883,6056,2932556,queue3:src,S,849,461
1789633883,6056,2932557,queue2:src,S,1156,429
1789633883,6056,2932558,decklinkvideosr,S,2387,432
1789633883,6056,2932559,decklinkaudiosr,S,998,1625
1789633883,6056,2932560,decklinkvideosr,S,2380,48188
1789633883,6056,2932561,program-audio-q,S,1503,501
1789633883,6056,2932562,program-video-q,S,1057,1797
1789633883,6056,2932563,program-asrc-a:,S,343,2209
1789633883,6056,2932564,program-asrc-b:,S,2421,110
1789633883,6056,2932565,program-vsrc-a:,S,690,1208
1789633883,6056,2932566,program-vsrc-b:,S,1504,1106
1789633883,6056,2932567,media-agent,S,256,27
1789633883,6056,2932568,media-agent,S,12,2
1789633883,6056,2932569,media-agent,S,11,38
1789633885,6058,2932474,media-agent,S,29,19
1789633885,6058,2932483,media-agent,S,0,0
1789633885,6058,2932484,media-agent,S,0,0
1789633885,6058,2932485,media-agent,S,0,0
1789633885,6058,2932486,media-agent,S,0,0
1789633885,6058,2932487,media-agent,S,0,0
1789633885,6058,2932488,media-agent,S,2,31
1789633885,6058,2932489,media-agent,S,0,0
1789633885,6058,2932490,pool-spawner,S,0,0
1789633885,6058,2932491,queue1:src,S,147,1329
1789633885,6058,2932496,decklinkvideosr,S,204,2246
1789633885,6058,2932547,media-agent,S,11,1
1789633885,6058,2932551,media-agent,S,89,98
1789633885,6058,2932553,decklinkaudiosr,S,1617,539
1789633885,6058,2932554,queue0:src,S,187,1414
1789633885,6058,2932555,decklinkvideosr,S,4556,46763
1789633885,6058,2932556,queue3:src,S,849,461
1789633885,6058,2932557,queue2:src,S,1156,429
1789633885,6058,2932558,decklinkvideosr,S,2388,432
1789633885,6058,2932559,decklinkaudiosr,S,998,1626
1789633885,6058,2932560,decklinkvideosr,S,2381,48199
1789633885,6058,2932561,program-audio-q,S,1504,501
1789633885,6058,2932562,program-video-q,S,1057,1798
1789633885,6058,2932563,program-asrc-a:,S,343,2209
1789633885,6058,2932564,program-asrc-b:,S,2422,110
1789633885,6058,2932565,program-vsrc-a:,S,691,1208
1789633885,6058,2932566,program-vsrc-b:,S,1504,1106
1789633885,6058,2932567,media-agent,S,256,27
1789633885,6058,2932568,media-agent,S,12,2
1789633885,6058,2932569,media-agent,S,11,38
1789633887,6060,2932474,media-agent,S,29,19
1789633887,6060,2932483,media-agent,S,0,0
1789633887,6060,2932484,media-agent,S,0,0
1789633887,6060,2932485,media-agent,S,0,0
1789633887,6060,2932486,media-agent,S,0,0
1789633887,6060,2932487,media-agent,S,0,0
1789633887,6060,2932488,media-agent,S,2,31
1789633887,6060,2932489,media-agent,S,0,0
1789633887,6060,2932490,pool-spawner,S,0,0
1789633887,6060,2932491,queue1:src,S,147,1329
1789633887,6060,2932496,decklinkvideosr,S,204,2247
1789633887,6060,2932547,media-agent,S,11,1
1789633887,6060,2932551,media-agent,S,89,98
1789633887,6060,2932553,decklinkaudiosr,S,1617,539
1789633887,6060,2932554,queue0:src,S,187,1415
1789633887,6060,2932555,decklinkvideosr,S,4556,46783
1789633887,6060,2932556,queue3:src,S,849,462
1789633887,6060,2932557,queue2:src,R,1157,429
1789633887,6060,2932558,decklinkvideosr,S,2388,433
1789633887,6060,2932559,decklinkaudiosr,S,998,1627
1789633887,6060,2932560,decklinkvideosr,S,2381,48218
1789633887,6060,2932561,program-audio-q,S,1504,501
1789633887,6060,2932562,program-video-q,S,1057,1801
1789633887,6060,2932563,program-asrc-a:,S,343,2210
1789633887,6060,2932564,program-asrc-b:,S,2423,110
1789633887,6060,2932565,program-vsrc-a:,S,692,1208
1789633887,6060,2932566,program-vsrc-b:,S,1504,1106
1789633887,6060,2932567,media-agent,S,256,27
1789633887,6060,2932568,media-agent,S,12,2
1789633887,6060,2932569,media-agent,S,11,38
1789633889,6062,2932474,media-agent,S,29,19
1789633889,6062,2932483,media-agent,S,0,0
1789633889,6062,2932484,media-agent,S,0,0
1789633889,6062,2932485,media-agent,S,0,0
1789633889,6062,2932486,media-agent,S,0,0
1789633889,6062,2932487,media-agent,S,0,0
1789633889,6062,2932488,media-agent,S,2,31
1789633889,6062,2932489,media-agent,S,0,0
1789633889,6062,2932490,pool-spawner,S,0,0
1789633889,6062,2932491,queue1:src,S,147,1329
1789633889,6062,2932496,decklinkvideosr,S,204,2247
1789633889,6062,2932547,media-agent,S,11,1
1789633889,6062,2932551,media-agent,S,89,98
1789633889,6062,2932553,decklinkaudiosr,S,1618,539
1789633889,6062,2932554,queue0:src,S,187,1415
1789633889,6062,2932555,decklinkvideosr,S,4556,46795
1789633889,6062,2932556,queue3:src,S,849,462
1789633889,6062,2932557,queue2:src,S,1157,430
1789633889,6062,2932558,decklinkvideosr,S,2389,433
1789633889,6062,2932559,decklinkaudiosr,S,998,1627
1789633889,6062,2932560,decklinkvideosr,S,2381,48229
1789633889,6062,2932561,program-audio-q,S,1505,501
1789633889,6062,2932562,program-video-q,S,1057,1802
1789633889,6062,2932563,program-asrc-a:,S,343,2211
1789633889,6062,2932564,program-asrc-b:,S,2424,110
1789633889,6062,2932565,program-vsrc-a:,S,692,1208
1789633889,6062,2932566,program-vsrc-b:,S,1505,1107
1789633889,6062,2932567,media-agent,S,256,27
1789633889,6062,2932568,media-agent,S,12,2
1789633889,6062,2932569,media-agent,S,11,38
1789633891,6064,2932474,media-agent,S,29,19
1789633891,6064,2932483,media-agent,S,0,0
1789633891,6064,2932484,media-agent,S,0,0
1789633891,6064,2932485,media-agent,S,0,0
1789633891,6064,2932486,media-agent,S,0,0
1789633891,6064,2932487,media-agent,S,0,0
1789633891,6064,2932488,media-agent,S,2,31
1789633891,6064,2932489,media-agent,S,0,0
1789633891,6064,2932490,pool-spawner,S,0,0
1789633891,6064,2932491,queue1:src,S,147,1330
1789633891,6064,2932496,decklinkvideosr,S,204,2248
1789633891,6064,2932547,media-agent,S,11,1
1789633891,6064,2932551,media-agent,S,89,98
1789633891,6064,2932553,decklinkaudiosr,S,1618,539
1789633891,6064,2932554,queue0:src,S,187,1415
1789633891,6064,2932555,decklinkvideosr,S,4557,46815
1789633891,6064,2932556,queue3:src,S,849,462
1789633891,6064,2932557,queue2:src,S,1157,430
1789633891,6064,2932558,decklinkvideosr,S,2389,434
1789633891,6064,2932559,decklinkaudiosr,S,998,1628
1789633891,6064,2932560,decklinkvideosr,S,2381,48247
1789633891,6064,2932561,program-audio-q,S,1505,501
1789633891,6064,2932562,program-video-q,S,1057,1805
1789633891,6064,2932563,program-asrc-a:,S,343,2211
1789633891,6064,2932564,program-asrc-b:,S,2425,110
1789633891,6064,2932565,program-vsrc-a:,S,693,1209
1789633891,6064,2932566,program-vsrc-b:,S,1505,1107
1789633891,6064,2932567,media-agent,S,256,27
1789633891,6064,2932568,media-agent,S,12,2
1789633891,6064,2932569,media-agent,S,11,38
1789633893,6066,2932474,media-agent,S,29,19
1789633893,6066,2932483,media-agent,S,0,0
1789633893,6066,2932484,media-agent,S,0,0
1789633893,6066,2932485,media-agent,S,0,0
1789633893,6066,2932486,media-agent,S,0,0
1789633893,6066,2932487,media-agent,S,0,0
1789633893,6066,2932488,media-agent,S,2,31
1789633893,6066,2932489,media-agent,S,0,0
1789633893,6066,2932490,pool-spawner,S,0,0
1789633893,6066,2932491,queue1:src,S,147,1330
1789633893,6066,2932496,decklinkvideosr,S,204,2249
1789633893,6066,2932547,media-agent,S,12,1
1789633893,6066,2932551,media-agent,S,89,98
1789633893,6066,2932553,decklinkaudiosr,S,1619,539
1789633893,6066,2932554,queue0:src,S,187,1416
1789633893,6066,2932555,decklinkvideosr,S,4557,46826
1789633893,6066,2932556,queue3:src,S,849,463
1789633893,6066,2932557,queue2:src,S,1157,430
1789633893,6066,2932558,decklinkvideosr,S,2390,434
1789633893,6066,2932559,decklinkaudiosr,S,999,1628
1789633893,6066,2932560,decklinkvideosr,S,2381,48257
1789633893,6066,2932561,program-audio-q,S,1505,501
1789633893,6066,2932562,program-video-q,S,1057,1806
1789633893,6066,2932563,program-asrc-a:,S,344,2212
1789633893,6066,2932564,program-asrc-b:,S,2426,110
1789633893,6066,2932565,program-vsrc-a:,S,693,1209
1789633893,6066,2932566,program-vsrc-b:,S,1505,1107
1789633893,6066,2932567,media-agent,S,256,27
1789633893,6066,2932568,media-agent,S,12,2
1789633893,6066,2932569,media-agent,S,11,38
1789633895,6068,2932474,media-agent,S,29,19
1789633895,6068,2932483,media-agent,S,0,0
1789633895,6068,2932484,media-agent,S,0,0
1789633895,6068,2932485,media-agent,S,0,0
1789633895,6068,2932486,media-agent,S,0,0
1789633895,6068,2932487,media-agent,S,0,0
1789633895,6068,2932488,media-agent,S,2,31
1789633895,6068,2932489,media-agent,S,0,0
1789633895,6068,2932490,pool-spawner,S,0,0
1789633895,6068,2932491,queue1:src,S,147,1331
1789633895,6068,2932496,decklinkvideosr,S,204,2249
1789633895,6068,2932547,media-agent,S,12,1
1789633895,6068,2932551,media-agent,S,89,98
1789633895,6068,2932553,decklinkaudiosr,S,1619,539
1789633895,6068,2932554,queue0:src,S,187,1416
1789633895,6068,2932555,decklinkvideosr,S,4558,46846
1789633895,6068,2932556,queue3:src,S,849,463
1789633895,6068,2932557,queue2:src,S,1157,431
1789633895,6068,2932558,decklinkvideosr,S,2391,434
1789633895,6068,2932559,decklinkaudiosr,S,999,1629
1789633895,6068,2932560,decklinkvideosr,S,2381,48275
1789633895,6068,2932561,program-audio-q,S,1506,502
1789633895,6068,2932562,program-video-q,S,1057,1809
1789633895,6068,2932563,program-asrc-a:,S,344,2212
1789633895,6068,2932564,program-asrc-b:,S,2427,110
1789633895,6068,2932565,program-vsrc-a:,S,693,1210
1789633895,6068,2932566,program-vsrc-b:,S,1506,1107
1789633895,6068,2932567,media-agent,S,256,27
1789633895,6068,2932568,media-agent,S,12,2
1789633895,6068,2932569,media-agent,S,11,38
1789633897,6070,2932474,media-agent,S,29,19
1789633897,6070,2932483,media-agent,S,0,0
1789633897,6070,2932484,media-agent,S,0,0
1789633897,6070,2932485,media-agent,S,0,0
1789633897,6070,2932486,media-agent,S,0,0
1789633897,6070,2932487,media-agent,S,0,0
1789633897,6070,2932488,media-agent,S,2,31
1789633897,6070,2932489,media-agent,S,0,0
1789633897,6070,2932490,pool-spawner,S,0,0
1789633897,6070,2932491,queue1:src,S,147,1331
1789633897,6070,2932496,decklinkvideosr,S,204,2250
1789633897,6070,2932547,media-agent,S,12,1
1789633897,6070,2932551,media-agent,S,89,98
1789633897,6070,2932553,decklinkaudiosr,S,1620,540
1789633897,6070,2932554,queue0:src,S,187,1417
1789633897,6070,2932555,decklinkvideosr,S,4558,46857
1789633897,6070,2932556,queue3:src,S,849,463
1789633897,6070,2932557,queue2:src,S,1158,431
1789633897,6070,2932558,decklinkvideosr,S,2392,434
1789633897,6070,2932559,decklinkaudiosr,S,999,1629
1789633897,6070,2932560,decklinkvideosr,S,2381,48285
1789633897,6070,2932561,program-audio-q,S,1506,502
1789633897,6070,2932562,program-video-q,S,1057,1811
1789633897,6070,2932563,program-asrc-a:,S,344,2213
1789633897,6070,2932564,program-asrc-b:,S,2427,110
1789633897,6070,2932565,program-vsrc-a:,S,693,1210
1789633897,6070,2932566,program-vsrc-b:,S,1506,1107
1789633897,6070,2932567,media-agent,S,256,27
1789633897,6070,2932568,media-agent,S,12,2
1789633897,6070,2932569,media-agent,S,11,38
1789633899,6072,2932474,media-agent,S,29,19
1789633899,6072,2932483,media-agent,S,0,0
1789633899,6072,2932484,media-agent,S,0,0
1789633899,6072,2932485,media-agent,S,0,0
1789633899,6072,2932486,media-agent,S,0,0
1789633899,6072,2932487,media-agent,S,0,0
1789633899,6072,2932488,media-agent,S,2,31
1789633899,6072,2932489,media-agent,S,0,0
1789633899,6072,2932490,pool-spawner,S,0,0
1789633899,6072,2932491,queue1:src,S,148,1332
1789633899,6072,2932496,decklinkvideosr,S,204,2251
1789633899,6072,2932547,media-agent,S,12,1
1789633899,6072,2932551,media-agent,S,89,98
1789633899,6072,2932553,decklinkaudiosr,S,1620,540
1789633899,6072,2932554,queue0:src,S,187,1417
1789633899,6072,2932555,decklinkvideosr,S,4559,46877
1789633899,6072,2932556,queue3:src,S,849,464
1789633899,6072,2932557,queue2:src,S,1158,431
1789633899,6072,2932558,decklinkvideosr,S,2393,434
1789633899,6072,2932559,decklinkaudiosr,S,1000,1630
1789633899,6072,2932560,decklinkvideosr,S,2382,48304
1789633899,6072,2932561,program-audio-q,S,1507,502
1789633899,6072,2932562,program-video-q,S,1057,1814
1789633899,6072,2932563,program-asrc-a:,S,344,2214
1789633899,6072,2932564,program-asrc-b:,S,2428,110
1789633899,6072,2932565,program-vsrc-a:,S,693,1211
1789633899,6072,2932566,program-vsrc-b:,S,1507,1108
1789633899,6072,2932567,media-agent,S,256,27
1789633899,6072,2932568,media-agent,S,12,2
1789633899,6072,2932569,media-agent,S,11,38
1789633901,6074,2932474,media-agent,S,29,19
1789633901,6074,2932483,media-agent,S,0,0
1789633901,6074,2932484,media-agent,S,0,0
1789633901,6074,2932485,media-agent,S,0,0
1789633901,6074,2932486,media-agent,S,0,0
1789633901,6074,2932487,media-agent,S,0,0
1789633901,6074,2932488,media-agent,S,2,31
1789633901,6074,2932489,media-agent,S,0,0
1789633901,6074,2932490,pool-spawner,S,0,0
1789633901,6074,2932491,queue1:src,S,148,1332
1789633901,6074,2932496,decklinkvideosr,S,204,2251
1789633901,6074,2932547,media-agent,S,12,1
1789633901,6074,2932551,media-agent,S,89,98
1789633901,6074,2932553,decklinkaudiosr,S,1621,540
1789633901,6074,2932554,queue0:src,S,187,1417
1789633901,6074,2932555,decklinkvideosr,R,4559,46889
1789633901,6074,2932556,queue3:src,S,849,464
1789633901,6074,2932557,queue2:src,S,1158,432
1789633901,6074,2932558,decklinkvideosr,S,2393,434
1789633901,6074,2932559,decklinkaudiosr,S,1000,1630
1789633901,6074,2932560,decklinkvideosr,S,2382,48313
1789633901,6074,2932561,program-audio-q,S,1507,502
1789633901,6074,2932562,program-video-q,S,1057,1815
1789633901,6074,2932563,program-asrc-a:,S,344,2214
1789633901,6074,2932564,program-asrc-b:,S,2429,110
1789633901,6074,2932565,program-vsrc-a:,S,693,1211
1789633901,6074,2932566,program-vsrc-b:,S,1507,1108
1789633901,6074,2932567,media-agent,S,256,27
1789633901,6074,2932568,media-agent,S,12,2
1789633901,6074,2932569,media-agent,S,11,38
1789633903,6076,2932474,media-agent,S,29,19
1789633903,6076,2932483,media-agent,S,0,0
1789633903,6076,2932484,media-agent,S,0,0
1789633903,6076,2932485,media-agent,S,0,0
1789633903,6076,2932486,media-agent,S,0,0
1789633903,6076,2932487,media-agent,S,0,0
1789633903,6076,2932488,media-agent,S,2,31
1789633903,6076,2932489,media-agent,S,0,0
1789633903,6076,2932490,pool-spawner,S,0,0
1789633903,6076,2932491,queue1:src,S,148,1332
1789633903,6076,2932496,decklinkvideosr,S,204,2252
1789633903,6076,2932547,media-agent,S,12,1
1789633903,6076,2932551,media-agent,S,89,98
1789633903,6076,2932553,decklinkaudiosr,S,1621,540
1789633903,6076,2932554,queue0:src,S,187,1418
1789633903,6076,2932555,decklinkvideosr,S,4560,46908
1789633903,6076,2932556,queue3:src,S,849,465
1789633903,6076,2932557,queue2:src,S,1159,432
1789633903,6076,2932558,decklinkvideosr,S,2394,435
1789633903,6076,2932559,decklinkaudiosr,S,1000,1631
1789633903,6076,2932560,decklinkvideosr,S,2383,48331
1789633903,6076,2932561,program-audio-q,S,1508,502
1789633903,6076,2932562,program-video-q,S,1057,1818
1789633903,6076,2932563,program-asrc-a:,S,344,2215
1789633903,6076,2932564,program-asrc-b:,S,2430,110
1789633903,6076,2932565,program-vsrc-a:,S,694,1211
1789633903,6076,2932566,program-vsrc-b:,S,1508,1108
1789633903,6076,2932567,media-agent,S,257,27
1789633903,6076,2932568,media-agent,S,12,2
1789633903,6076,2932569,media-agent,S,11,38
1789633905,6078,2932474,media-agent,S,29,19
1789633905,6078,2932483,media-agent,S,0,0
1789633905,6078,2932484,media-agent,S,0,0
1789633905,6078,2932485,media-agent,S,0,0
1789633905,6078,2932486,media-agent,S,0,0
1789633905,6078,2932487,media-agent,S,0,0
1789633905,6078,2932488,media-agent,S,2,31
1789633905,6078,2932489,media-agent,S,0,0
1789633905,6078,2932490,pool-spawner,S,0,0
1789633905,6078,2932491,queue1:src,S,148,1333
1789633905,6078,2932496,decklinkvideosr,S,204,2252
1789633905,6078,2932547,media-agent,S,12,1
1789633905,6078,2932551,media-agent,S,89,98
1789633905,6078,2932553,decklinkaudiosr,S,1622,540
1789633905,6078,2932554,queue0:src,S,187,1418
1789633905,6078,2932555,decklinkvideosr,S,4560,46919
1789633905,6078,2932556,queue3:src,S,849,465
1789633905,6078,2932557,queue2:src,S,1159,432
1789633905,6078,2932558,decklinkvideosr,S,2394,435
1789633905,6078,2932559,decklinkaudiosr,S,1000,1631
1789633905,6078,2932560,decklinkvideosr,S,2383,48341
1789633905,6078,2932561,program-audio-q,S,1508,502
1789633905,6078,2932562,program-video-q,S,1057,1820
1789633905,6078,2932563,program-asrc-a:,S,344,2215
1789633905,6078,2932564,program-asrc-b:,S,2431,110
1789633905,6078,2932565,program-vsrc-a:,S,694,1211
1789633905,6078,2932566,program-vsrc-b:,S,1508,1108
1789633905,6078,2932567,media-agent,S,257,27
1789633905,6078,2932568,media-agent,S,12,2
1789633905,6078,2932569,media-agent,S,11,38
1789633907,6080,2932474,media-agent,S,29,19
1789633907,6080,2932483,media-agent,S,0,0
1789633907,6080,2932484,media-agent,S,0,0
1789633907,6080,2932485,media-agent,S,0,0
1789633907,6080,2932486,media-agent,S,0,0
1789633907,6080,2932487,media-agent,S,0,0
1789633907,6080,2932488,media-agent,S,2,31
1789633907,6080,2932489,media-agent,S,0,0
1789633907,6080,2932490,pool-spawner,S,0,0
1789633907,6080,2932491,queue1:src,S,148,1333
1789633907,6080,2932496,decklinkvideosr,S,204,2253
1789633907,6080,2932547,media-agent,S,12,1
1789633907,6080,2932551,media-agent,S,89,98
1789633907,6080,2932553,decklinkaudiosr,S,1622,540
1789633907,6080,2932554,queue0:src,S,187,1419
1789633907,6080,2932555,decklinkvideosr,S,4561,46939
1789633907,6080,2932556,queue3:src,S,850,465
1789633907,6080,2932557,queue2:src,S,1160,432
1789633907,6080,2932558,decklinkvideosr,S,2395,435
1789633907,6080,2932559,decklinkaudiosr,S,1001,1632
1789633907,6080,2932560,decklinkvideosr,S,2384,48359
1789633907,6080,2932561,program-audio-q,S,1509,503
1789633907,6080,2932562,program-video-q,S,1057,1823
1789633907,6080,2932563,program-asrc-a:,S,344,2216
1789633907,6080,2932564,program-asrc-b:,S,2432,110
1789633907,6080,2932565,program-vsrc-a:,S,694,1212
1789633907,6080,2932566,program-vsrc-b:,S,1509,1108
1789633907,6080,2932567,media-agent,S,257,27
1789633907,6080,2932568,media-agent,S,12,2
1789633907,6080,2932569,media-agent,S,11,38
1789633909,6082,2932474,media-agent,S,29,19
1789633909,6082,2932483,media-agent,S,0,0
1789633909,6082,2932484,media-agent,S,0,0
1789633909,6082,2932485,media-agent,S,0,0
1789633909,6082,2932486,media-agent,S,0,0
1789633909,6082,2932487,media-agent,S,0,0
1789633909,6082,2932488,media-agent,S,2,31
1789633909,6082,2932489,media-agent,S,0,0
1789633909,6082,2932490,pool-spawner,S,0,0
1789633909,6082,2932491,queue1:src,S,148,1334
1789633909,6082,2932496,decklinkvideosr,S,204,2254
1789633909,6082,2932547,media-agent,S,12,1
1789633909,6082,2932551,media-agent,S,89,98
1789633909,6082,2932553,decklinkaudiosr,S,1623,541
1789633909,6082,2932554,queue0:src,S,187,1419
1789633909,6082,2932555,decklinkvideosr,S,4561,46951
1789633909,6082,2932556,queue3:src,S,850,465
1789633909,6082,2932557,queue2:src,S,1160,432
1789633909,6082,2932558,decklinkvideosr,S,2396,435
1789633909,6082,2932559,decklinkaudiosr,S,1001,1632
1789633909,6082,2932560,decklinkvideosr,S,2384,48369
1789633909,6082,2932561,program-audio-q,S,1509,503
1789633909,6082,2932562,program-video-q,S,1057,1824
1789633909,6082,2932563,program-asrc-a:,S,344,2216
1789633909,6082,2932564,program-asrc-b:,S,2433,110
1789633909,6082,2932565,program-vsrc-a:,S,695,1212
1789633909,6082,2932566,program-vsrc-b:,S,1509,1108
1789633909,6082,2932567,media-agent,S,257,27
1789633909,6082,2932568,media-agent,S,12,2
1789633909,6082,2932569,media-agent,S,11,38
1789633911,6084,2932474,media-agent,S,29,19
1789633911,6084,2932483,media-agent,S,0,0
1789633911,6084,2932484,media-agent,S,0,0
1789633911,6084,2932485,media-agent,S,0,0
1789633911,6084,2932486,media-agent,S,0,0
1789633911,6084,2932487,media-agent,S,0,0
1789633911,6084,2932488,media-agent,S,2,31
1789633911,6084,2932489,media-agent,S,0,0
1789633911,6084,2932490,pool-spawner,S,0,0
1789633911,6084,2932491,queue1:src,S,148,1334
1789633911,6084,2932496,decklinkvideosr,S,204,2255
1789633911,6084,2932547,media-agent,S,12,1
1789633911,6084,2932551,media-agent,S,89,98
1789633911,6084,2932553,decklinkaudiosr,S,1623,541
1789633911,6084,2932554,queue0:src,S,187,1420
1789633911,6084,2932555,decklinkvideosr,S,4562,46969
1789633911,6084,2932556,queue3:src,S,850,466
1789633911,6084,2932557,queue2:src,S,1160,432
1789633911,6084,2932558,decklinkvideosr,S,2397,435
1789633911,6084,2932559,decklinkaudiosr,S,1001,1633
1789633911,6084,2932560,decklinkvideosr,S,2384,48386
1789633911,6084,2932561,program-audio-q,S,1509,503
1789633911,6084,2932562,program-video-q,S,1057,1827
1789633911,6084,2932563,program-asrc-a:,S,344,2217
1789633911,6084,2932564,program-asrc-b:,S,2433,110
1789633911,6084,2932565,program-vsrc-a:,S,695,1212
1789633911,6084,2932566,program-vsrc-b:,S,1510,1111
1789633911,6084,2932567,media-agent,S,257,27
1789633911,6084,2932568,media-agent,S,12,2
1789633911,6084,2932569,media-agent,S,11,38
1789633913,6086,2932474,media-agent,S,29,19
1789633913,6086,2932483,media-agent,S,0,0
1789633913,6086,2932484,media-agent,S,0,0
1789633913,6086,2932485,media-agent,S,0,0
1789633913,6086,2932486,media-agent,S,0,0
1789633913,6086,2932487,media-agent,S,0,0
1789633913,6086,2932488,media-agent,S,2,31
1789633913,6086,2932489,media-agent,S,0,0
1789633913,6086,2932490,pool-spawner,S,0,0
1789633913,6086,2932491,queue1:src,S,148,1334
1789633913,6086,2932496,decklinkvideosr,S,204,2255
1789633913,6086,2932547,media-agent,S,12,1
1789633913,6086,2932551,media-agent,S,89,99
1789633913,6086,2932553,decklinkaudiosr,S,1624,541
1789633913,6086,2932554,queue0:src,S,187,1420
1789633913,6086,2932555,decklinkvideosr,S,4562,46979
1789633913,6086,2932556,queue3:src,S,850,466
1789633913,6086,2932557,queue2:src,S,1161,433
1789633913,6086,2932558,decklinkvideosr,S,2397,435
1789633913,6086,2932559,decklinkaudiosr,S,1001,1633
1789633913,6086,2932560,decklinkvideosr,S,2385,48396
1789633913,6086,2932561,program-audio-q,S,1510,503
1789633913,6086,2932562,program-video-q,S,1057,1828
1789633913,6086,2932563,program-asrc-a:,S,344,2218
1789633913,6086,2932564,program-asrc-b:,S,2434,110
1789633913,6086,2932565,program-vsrc-a:,S,695,1213
1789633913,6086,2932566,program-vsrc-b:,S,1510,1112
1789633913,6086,2932567,media-agent,S,257,27
1789633913,6086,2932568,media-agent,S,12,2
1789633913,6086,2932569,media-agent,S,11,38
1789633915,6088,2932474,media-agent,S,29,19
1789633915,6088,2932483,media-agent,S,0,0
1789633915,6088,2932484,media-agent,S,0,0
1789633915,6088,2932485,media-agent,S,0,0
1789633915,6088,2932486,media-agent,S,0,0
1789633915,6088,2932487,media-agent,S,0,0
1789633915,6088,2932488,media-agent,S,2,31
1789633915,6088,2932489,media-agent,S,0,0
1789633915,6088,2932490,pool-spawner,S,0,0
1789633915,6088,2932491,queue1:src,S,148,1335
1789633915,6088,2932496,decklinkvideosr,S,204,2256
1789633915,6088,2932547,media-agent,S,12,1
1789633915,6088,2932551,media-agent,S,89,99
1789633915,6088,2932553,decklinkaudiosr,S,1624,541
1789633915,6088,2932554,queue0:src,R,187,1421
1789633915,6088,2932555,decklinkvideosr,S,4562,46998
1789633915,6088,2932556,queue3:src,S,850,466
1789633915,6088,2932557,queue2:src,S,1161,433
1789633915,6088,2932558,decklinkvideosr,S,2398,435
1789633915,6088,2932559,decklinkaudiosr,S,1001,1634
1789633915,6088,2932560,decklinkvideosr,S,2386,48414
1789633915,6088,2932561,program-audio-q,S,1510,503
1789633915,6088,2932562,program-video-q,S,1057,1830
