cycle,ts,rss_kb,fd,threads,dropped,clock_lost,sw_epoch,tl_epoch,frames_v,frames_a,observed,target
70,1788738252,1268360,14,29,0,0,70,0,59682,79565,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
71,1788738281,1268360,14,29,0,0,71,0,60546,80718,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
72,1788738310,1268360,14,29,0,0,72,0,61410,81869,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
73,1788738339,1268360,14,29,0,0,73,0,62275,83024,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
74,1788738368,1268360,14,29,0,0,74,0,63139,84174,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
75,1788738396,1268360,14,29,0,0,75,0,64005,85330,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
76,1788738425,1268360,14,29,0,0,76,0,64869,86480,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
77,1788738454,1268360,14,29,0,0,77,0,65733,87633,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
78,1788738483,1268360,14,29,0,0,78,0,66597,88784,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
79,1788738512,1268360,14,29,0,0,79,0,67461,89937,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
80,1788738540,1268360,14,29,0,0,80,0,68327,91091,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
81,1788738569,1268360,14,29,0,0,81,0,69191,92243,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
82,1788738598,1268360,14,29,0,0,82,0,70055,93394,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
83,1788738627,1268360,14,29,0,0,83,0,70919,94547,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
84,1788738656,1268360,14,29,0,0,84,0,71783,95698,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
85,1788738684,1268360,14,29,0,0,85,0,72649,96853,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
86,1788738713,1268364,14,29,0,0,86,0,73513,98004,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
87,1788738742,1268364,14,29,0,0,87,0,74377,99157,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
88,1788738771,1268364,14,29,0,0,88,0,75240,100307,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
89,1788738800,1268364,14,29,0,0,89,0,76105,101460,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
