ts,run_rel_s,tid,comm,state,utime_ticks,stime_ticks
1789144867,6665,2511789,decklinkaudiosr,S,665,354
1789144867,6665,2511790,decklinkvideosr,S,802,392
1789144867,6665,2511791,decklinkvideosr,S,1301,55672
1789144867,6665,2511792,media-agent,S,274,79
1789144867,6665,2511793,media-agent,S,14,2
1789144867,6665,2511794,media-agent,S,13,35
1789144869,6667,2511716,media-agent,S,17,18
1789144869,6667,2511725,media-agent,S,0,0
1789144869,6667,2511726,media-agent,S,0,0
1789144869,6667,2511727,media-agent,S,0,0
1789144869,6667,2511728,media-agent,S,0,0
1789144869,6667,2511729,media-agent,S,0,0
1789144869,6667,2511730,media-agent,S,9,28
1789144869,6667,2511731,media-agent,S,0,0
1789144869,6667,2511732,pool-spawner,S,0,0
1789144869,6667,2511733,queue1:src,S,390,1219
1789144869,6667,2511738,queue0:src,S,646,1417
1789144869,6667,2511788,media-agent,S,97,109
1789144869,6667,2511789,decklinkaudiosr,S,666,354
1789144869,6667,2511790,decklinkvideosr,S,803,392
1789144869,6667,2511791,decklinkvideosr,S,1301,55682
1789144869,6667,2511792,media-agent,S,274,79
1789144869,6667,2511793,media-agent,S,14,2
1789144869,6667,2511794,media-agent,S,13,35
1789144871,6669,2511716,media-agent,S,17,18
1789144871,6669,2511725,media-agent,S,0,0
1789144871,6669,2511726,media-agent,S,0,0
1789144871,6669,2511727,media-agent,S,0,0
1789144871,6669,2511728,media-agent,S,0,0
1789144871,6669,2511729,media-agent,S,0,0
1789144871,6669,2511730,media-agent,S,9,28
1789144871,6669,2511731,media-agent,S,0,0
1789144871,6669,2511732,pool-spawner,S,0,0
1789144871,6669,2511733,queue1:src,S,390,1219
1789144871,6669,2511738,queue0:src,S,646,1417
1789144871,6669,2511788,media-agent,S,98,109
1789144871,6669,2511789,decklinkaudiosr,S,666,354
1789144871,6669,2511790,decklinkvideosr,S,803,392
1789144871,6669,2511791,decklinkvideosr,S,1302,55701
1789144871,6669,2511792,media-agent,S,274,79
1789144871,6669,2511793,media-agent,S,14,2
1789144871,6669,2511794,media-agent,S,13,35
1789144873,6671,2511716,media-agent,S,17,18
1789144873,6671,2511725,media-agent,S,0,0
1789144873,6671,2511726,media-agent,S,0,0
1789144873,6671,2511727,media-agent,S,0,0
1789144873,6671,2511728,media-agent,S,0,0
1789144873,6671,2511729,media-agent,S,0,0
1789144873,6671,2511730,media-agent,S,9,28
1789144873,6671,2511731,media-agent,S,0,0
1789144873,6671,2511732,pool-spawner,S,0,0
1789144873,6671,2511733,queue1:src,S,390,1220
1789144873,6671,2511738,queue0:src,S,647,1417
1789144873,6671,2511788,media-agent,S,98,109
1789144873,6671,2511789,decklinkaudiosr,S,666,354
1789144873,6671,2511790,decklinkvideosr,S,803,392
1789144873,6671,2511791,decklinkvideosr,S,1302,55720
1789144873,6671,2511792,media-agent,S,274,79
1789144873,6671,2511793,media-agent,S,14,2
1789144873,6671,2511794,media-agent,S,13,35
1789144875,6673,2511716,media-agent,S,17,18
1789144875,6673,2511725,media-agent,S,0,0
1789144875,6673,2511726,media-agent,S,0,0
1789144875,6673,2511727,media-agent,S,0,0
1789144875,6673,2511728,media-agent,S,0,0
1789144875,6673,2511729,media-agent,S,0,0
1789144875,6673,2511730,media-agent,S,9,28
1789144875,6673,2511731,media-agent,S,0,0
1789144875,6673,2511732,pool-spawner,S,0,0
1789144875,6673,2511733,queue1:src,S,390,1220
1789144875,6673,2511738,queue0:src,S,647,1417
1789144875,6673,2511788,media-agent,S,98,109
1789144875,6673,2511789,decklinkaudiosr,S,667,354
1789144875,6673,2511790,decklinkvideosr,S,804,392
1789144875,6673,2511791,decklinkvideosr,S,1302,55730
1789144875,6673,2511792,media-agent,S,274,79
1789144875,6673,2511793,media-agent,S,14,2
1789144875,6673,2511794,media-agent,S,13,35
1789144877,6675,2511716,media-agent,S,17,18
1789144877,6675,2511725,media-agent,S,0,0
1789144877,6675,2511726,media-agent,S,0,0
1789144877,6675,2511727,media-agent,S,0,0
1789144877,6675,2511728,media-agent,S,0,0
1789144877,6675,2511729,media-agent,S,0,0
1789144877,6675,2511730,media-agent,S,9,28
1789144877,6675,2511731,media-agent,S,0,0
1789144877,6675,2511732,pool-spawner,S,0,0
1789144877,6675,2511733,queue1:src,S,390,1220
1789144877,6675,2511738,queue0:src,S,648,1417
1789144877,6675,2511788,media-agent,S,98,109
1789144877,6675,2511789,decklinkaudiosr,S,667,354
1789144877,6675,2511790,decklinkvideosr,S,804,392
1789144877,6675,2511791,decklinkvideosr,S,1303,55749
1789144877,6675,2511792,media-agent,S,274,79
1789144877,6675,2511793,media-agent,S,14,2
1789144877,6675,2511794,media-agent,S,13,35
1789144879,6677,2511716,media-agent,S,17,18
1789144879,6677,2511725,media-agent,S,0,0
1789144879,6677,2511726,media-agent,S,0,0
1789144879,6677,2511727,media-agent,S,0,0
1789144879,6677,2511728,media-agent,S,0,0
1789144879,6677,2511729,media-agent,S,0,0
1789144879,6677,2511730,media-agent,S,9,28
1789144879,6677,2511731,media-agent,S,0,0
1789144879,6677,2511732,pool-spawner,S,0,0
1789144879,6677,2511733,queue1:src,S,390,1221
1789144879,6677,2511738,queue0:src,S,649,1417
1789144879,6677,2511788,media-agent,S,98,109
1789144879,6677,2511789,decklinkaudiosr,S,667,354
1789144879,6677,2511790,decklinkvideosr,S,804,392
1789144879,6677,2511791,decklinkvideosr,S,1304,55767
1789144879,6677,2511792,media-agent,S,274,79
1789144879,6677,2511793,media-agent,S,14,2
1789144879,6677,2511794,media-agent,S,13,35
1789144881,6679,2511716,media-agent,S,17,18
1789144881,6679,2511725,media-agent,S,0,0
1789144881,6679,2511726,media-agent,S,0,0
1789144881,6679,2511727,media-agent,S,0,0
1789144881,6679,2511728,media-agent,S,0,0
1789144881,6679,2511729,media-agent,S,0,0
1789144881,6679,2511730,media-agent,S,9,28
1789144881,6679,2511731,media-agent,S,0,0
1789144881,6679,2511732,pool-spawner,S,0,0
1789144881,6679,2511733,queue1:src,S,390,1221
1789144881,6679,2511738,queue0:src,S,649,1417
1789144881,6679,2511788,media-agent,S,98,109
1789144881,6679,2511789,decklinkaudiosr,S,667,354
1789144881,6679,2511790,decklinkvideosr,S,805,392
1789144881,6679,2511791,decklinkvideosr,S,1304,55778
1789144881,6679,2511792,media-agent,S,275,79
1789144881,6679,2511793,media-agent,S,14,2
1789144881,6679,2511794,media-agent,S,13,35
1789144883,6681,2511716,media-agent,S,17,18
1789144883,6681,2511725,media-agent,S,0,0
1789144883,6681,2511726,media-agent,S,0,0
1789144883,6681,2511727,media-agent,S,0,0
1789144883,6681,2511728,media-agent,S,0,0
1789144883,6681,2511729,media-agent,S,0,0
1789144883,6681,2511730,media-agent,S,9,28
1789144883,6681,2511731,media-agent,S,0,0
1789144883,6681,2511732,pool-spawner,S,0,0
1789144883,6681,2511733,queue1:src,S,390,1221
1789144883,6681,2511738,queue0:src,S,650,1417
1789144883,6681,2511788,media-agent,S,98,109
1789144883,6681,2511789,decklinkaudiosr,S,668,354
1789144883,6681,2511790,decklinkvideosr,S,805,392
1789144883,6681,2511791,decklinkvideosr,S,1305,55796
1789144883,6681,2511792,media-agent,S,275,79
1789144883,6681,2511793,media-agent,S,14,2
1789144883,6681,2511794,media-agent,S,13,35
1789144885,6683,2511716,media-agent,S,17,18
1789144885,6683,2511725,media-agent,S,0,0
1789144885,6683,2511726,media-agent,S,0,0
1789144885,6683,2511727,media-agent,S,0,0
1789144885,6683,2511728,media-agent,S,0,0
1789144885,6683,2511729,media-agent,S,0,0
1789144885,6683,2511730,media-agent,S,9,28
1789144885,6683,2511731,media-agent,S,0,0
1789144885,6683,2511732,pool-spawner,S,0,0
1789144885,6683,2511733,queue1:src,S,391,1222
1789144885,6683,2511738,queue0:src,S,651,1417
1789144885,6683,2511788,media-agent,S,98,109
1789144885,6683,2511789,decklinkaudiosr,S,668,354
1789144885,6683,2511790,decklinkvideosr,S,806,392
1789144885,6683,2511791,decklinkvideosr,S,1305,55815
1789144885,6683,2511792,media-agent,S,275,79
1789144885,6683,2511793,media-agent,S,14,2
1789144885,6683,2511794,media-agent,S,13,35
1789144887,6685,2511716,media-agent,S,17,18
1789144887,6685,2511725,media-agent,S,0,0
1789144887,6685,2511726,media-agent,S,0,0
1789144887,6685,2511727,media-agent,S,0,0
1789144887,6685,2511728,media-agent,S,0,0
1789144887,6685,2511729,media-agent,S,0,0
1789144887,6685,2511730,media-agent,S,9,28
1789144887,6685,2511731,media-agent,S,0,0
1789144887,6685,2511732,pool-spawner,S,0,0
1789144887,6685,2511733,queue1:src,S,391,1222
1789144887,6685,2511738,queue0:src,S,651,1417
1789144887,6685,2511788,media-agent,S,98,109
1789144887,6685,2511789,decklinkaudiosr,S,668,354
1789144887,6685,2511790,decklinkvideosr,S,806,392
1789144887,6685,2511791,decklinkvideosr,S,1305,55826
1789144887,6685,2511792,media-agent,S,275,79
1789144887,6685,2511793,media-agent,S,14,2
1789144887,6685,2511794,media-agent,S,13,35
1789144889,6687,2511716,media-agent,S,17,18
1789144889,6687,2511725,media-agent,S,0,0
1789144889,6687,2511726,media-agent,S,0,0
1789144889,6687,2511727,media-agent,S,0,0
1789144889,6687,2511728,media-agent,S,0,0
1789144889,6687,2511729,media-agent,S,0,0
1789144889,6687,2511730,media-agent,S,9,28
1789144889,6687,2511731,media-agent,S,0,0
1789144889,6687,2511732,pool-spawner,S,0,0
1789144889,6687,2511733,queue1:src,S,391,1222
1789144889,6687,2511738,queue0:src,S,652,1417
1789144889,6687,2511788,media-agent,S,98,109
1789144889,6687,2511789,decklinkaudiosr,S,669,354
1789144889,6687,2511790,decklinkvideosr,S,806,392
1789144889,6687,2511791,decklinkvideosr,S,1306,55844
1789144889,6687,2511792,media-agent,S,275,79
1789144889,6687,2511793,media-agent,S,15,2
1789144889,6687,2511794,media-agent,S,13,35
1789144891,6689,2511716,media-agent,S,17,18
1789144891,6689,2511725,media-agent,S,0,0
1789144891,6689,2511726,media-agent,S,0,0
1789144891,6689,2511727,media-agent,S,0,0
1789144891,6689,2511728,media-agent,S,0,0
1789144891,6689,2511729,media-agent,S,0,0
1789144891,6689,2511730,media-agent,S,9,28
1789144891,6689,2511731,media-agent,S,0,0
1789144891,6689,2511732,pool-spawner,S,0,0
1789144891,6689,2511733,queue1:src,S,391,1223
1789144891,6689,2511738,queue0:src,S,652,1417
1789144891,6689,2511788,media-agent,S,98,109
1789144891,6689,2511789,decklinkaudiosr,S,669,354
1789144891,6689,2511790,decklinkvideosr,S,807,392
1789144891,6689,2511791,decklinkvideosr,S,1306,55863
1789144891,6689,2511792,media-agent,S,275,79
1789144891,6689,2511793,media-agent,S,15,2
1789144891,6689,2511794,media-agent,S,13,35
1789144893,6691,2511716,media-agent,S,17,18
1789144893,6691,2511725,media-agent,S,0,0
1789144893,6691,2511726,media-agent,S,0,0
1789144893,6691,2511727,media-agent,S,0,0
1789144893,6691,2511728,media-agent,S,0,0
1789144893,6691,2511729,media-agent,S,0,0
1789144893,6691,2511730,media-agent,S,9,28
1789144893,6691,2511731,media-agent,S,0,0
1789144893,6691,2511732,pool-spawner,S,0,0
1789144893,6691,2511733,queue1:src,S,391,1223
1789144893,6691,2511738,queue0:src,S,653,1417
1789144893,6691,2511788,media-agent,S,98,109
1789144893,6691,2511789,decklinkaudiosr,S,669,354
1789144893,6691,2511790,decklinkvideosr,S,807,392
1789144893,6691,2511791,decklinkvideosr,S,1306,55874
1789144893,6691,2511792,media-agent,S,275,79
1789144893,6691,2511793,media-agent,S,15,2
1789144893,6691,2511794,media-agent,S,13,35
1789144895,6693,2511716,media-agent,S,17,18
1789144895,6693,2511725,media-agent,S,0,0
1789144895,6693,2511726,media-agent,S,0,0
1789144895,6693,2511727,media-agent,S,0,0
1789144895,6693,2511728,media-agent,S,0,0
1789144895,6693,2511729,media-agent,S,0,0
1789144895,6693,2511730,media-agent,S,9,28
1789144895,6693,2511731,media-agent,S,0,0
1789144895,6693,2511732,pool-spawner,S,0,0
1789144895,6693,2511733,queue1:src,S,391,1223
1789144895,6693,2511738,queue0:src,S,653,1417
1789144895,6693,2511788,media-agent,S,98,110
1789144895,6693,2511789,decklinkaudiosr,S,670,354
1789144895,6693,2511790,decklinkvideosr,S,807,392
1789144895,6693,2511791,decklinkvideosr,S,1307,55893
1789144895,6693,2511792,media-agent,S,275,79
1789144895,6693,2511793,media-agent,S,15,2
1789144895,6693,2511794,media-agent,S,13,35
1789144897,6695,2511716,media-agent,S,17,18
1789144897,6695,2511725,media-agent,S,0,0
1789144897,6695,2511726,media-agent,S,0,0
1789144897,6695,2511727,media-agent,S,0,0
1789144897,6695,2511728,media-agent,S,0,0
1789144897,6695,2511729,media-agent,S,0,0
1789144897,6695,2511730,media-agent,S,9,28
1789144897,6695,2511731,media-agent,S,0,0
1789144897,6695,2511732,pool-spawner,S,0,0
1789144897,6695,2511733,queue1:src,S,391,1224
1789144897,6695,2511738,queue0:src,S,654,1417
1789144897,6695,2511788,media-agent,S,98,110
1789144897,6695,2511789,decklinkaudiosr,S,670,354
1789144897,6695,2511790,decklinkvideosr,S,808,392
1789144897,6695,2511791,decklinkvideosr,S,1307,55912
1789144897,6695,2511792,media-agent,S,275,79
1789144897,6695,2511793,media-agent,S,15,2
1789144897,6695,2511794,media-agent,S,13,35
1789144899,6697,2511716,media-agent,S,17,18
1789144899,6697,2511725,media-agent,S,0,0
1789144899,6697,2511726,media-agent,S,0,0
1789144899,6697,2511727,media-agent,S,0,0
1789144899,6697,2511728,media-agent,S,0,0
1789144899,6697,2511729,media-agent,S,0,0
1789144899,6697,2511730,media-agent,S,9,28
1789144899,6697,2511731,media-agent,S,0,0
1789144899,6697,2511732,pool-spawner,S,0,0
1789144899,6697,2511733,queue1:src,S,391,1224
1789144899,6697,2511738,queue0:src,S,654,1417
1789144899,6697,2511788,media-agent,S,98,110
1789144899,6697,2511789,decklinkaudiosr,S,670,354
1789144899,6697,2511790,decklinkvideosr,S,808,392
1789144899,6697,2511791,decklinkvideosr,S,1307,55923
1789144899,6697,2511792,media-agent,S,276,79
1789144899,6697,2511793,media-agent,S,15,2
1789144899,6697,2511794,media-agent,S,13,35
1789144901,6699,2511716,media-agent,S,17,18
1789144901,6699,2511725,media-agent,S,0,0
1789144901,6699,2511726,media-agent,S,0,0
1789144901,6699,2511727,media-agent,S,0,0
1789144901,6699,2511728,media-agent,S,0,0
1789144901,6699,2511729,media-agent,S,0,0
1789144901,6699,2511730,media-agent,S,9,28
1789144901,6699,2511731,media-agent,S,0,0
1789144901,6699,2511732,pool-spawner,S,0,0
1789144901,6699,2511733,queue1:src,S,391,1224
1789144901,6699,2511738,queue0:src,S,655,1417
1789144901,6699,2511788,media-agent,S,98,110
1789144901,6699,2511789,decklinkaudiosr,S,670,354
1789144901,6699,2511790,decklinkvideosr,S,808,392
1789144901,6699,2511791,decklinkvideosr,S,1307,55942
1789144901,6699,2511792,media-agent,S,276,79
1789144901,6699,2511793,media-agent,S,15,2
1789144901,6699,2511794,media-agent,S,13,35
1789144903,6701,2511716,media-agent,S,17,18
1789144903,6701,2511725,media-agent,S,0,0
1789144903,6701,2511726,media-agent,S,0,0
1789144903,6701,2511727,media-agent,S,0,0
1789144903,6701,2511728,media-agent,S,0,0
1789144903,6701,2511729,media-agent,S,0,0
1789144903,6701,2511730,media-agent,S,9,28
1789144903,6701,2511731,media-agent,S,0,0
1789144903,6701,2511732,pool-spawner,S,0,0
1789144903,6701,2511733,queue1:src,S,392,1225
1789144903,6701,2511738,queue0:src,S,656,1417
1789144903,6701,2511788,media-agent,S,98,110
1789144903,6701,2511789,decklinkaudiosr,S,671,354
1789144903,6701,2511790,decklinkvideosr,S,809,392
1789144903,6701,2511791,decklinkvideosr,S,1308,55961
1789144903,6701,2511792,media-agent,S,276,79
1789144903,6701,2511793,media-agent,S,15,2
1789144903,6701,2511794,media-agent,S,13,35
1789144905,6703,2511716,media-agent,S,17,18
1789144905,6703,2511725,media-agent,S,0,0
1789144905,6703,2511726,media-agent,S,0,0
1789144905,6703,2511727,media-agent,S,0,0
1789144905,6703,2511728,media-agent,S,0,0
1789144905,6703,2511729,media-agent,S,0,0
1789144905,6703,2511730,media-agent,S,9,28
1789144905,6703,2511731,media-agent,S,0,0
1789144905,6703,2511732,pool-spawner,S,0,0
1789144905,6703,2511733,queue1:src,S,392,1225
1789144905,6703,2511738,queue0:src,S,656,1417
1789144905,6703,2511788,media-agent,S,98,110
1789144905,6703,2511789,decklinkaudiosr,S,671,354
1789144905,6703,2511790,decklinkvideosr,S,809,392
1789144905,6703,2511791,decklinkvideosr,S,1308,55971
1789144905,6703,2511792,media-agent,S,276,79
1789144905,6703,2511793,media-agent,S,15,2
1789144905,6703,2511794,media-agent,S,13,35
1789144907,6705,2511716,media-agent,S,17,18
1789144907,6705,2511725,media-agent,S,0,0
1789144907,6705,2511726,media-agent,S,0,0
1789144907,6705,2511727,media-agent,S,0,0
1789144907,6705,2511728,media-agent,S,0,0
1789144907,6705,2511729,media-agent,S,0,0
1789144907,6705,2511730,media-agent,S,9,28
1789144907,6705,2511731,media-agent,S,0,0
1789144907,6705,2511732,pool-spawner,S,0,0
1789144907,6705,2511733,queue1:src,S,392,1225
1789144907,6705,2511738,queue0:src,S,657,1417
1789144907,6705,2511788,media-agent,S,98,110
1789144907,6705,2511789,decklinkaudiosr,S,671,354
1789144907,6705,2511790,decklinkvideosr,S,809,392
1789144907,6705,2511791,decklinkvideosr,S,1308,55990
1789144907,6705,2511792,media-agent,S,276,79
1789144907,6705,2511793,media-agent,S,15,2
1789144907,6705,2511794,media-agent,S,13,35
1789144909,6707,2511716,media-agent,S,17,18
1789144909,6707,2511725,media-agent,S,0,0
1789144909,6707,2511726,media-agent,S,0,0
1789144909,6707,2511727,media-agent,S,0,0
1789144909,6707,2511728,media-agent,S,0,0
1789144909,6707,2511729,media-agent,S,0,0
1789144909,6707,2511730,media-agent,S,9,28
1789144909,6707,2511731,media-agent,S,0,0
1789144909,6707,2511732,pool-spawner,S,0,0
1789144909,6707,2511733,queue1:src,S,392,1226
1789144909,6707,2511738,queue0:src,S,658,1417
1789144909,6707,2511788,media-agent,S,98,110
1789144909,6707,2511789,decklinkaudiosr,S,672,354
1789144909,6707,2511790,decklinkvideosr,S,810,392
1789144909,6707,2511791,decklinkvideosr,S,1309,56010
1789144909,6707,2511792,media-agent,S,276,79
1789144909,6707,2511793,media-agent,S,15,2
1789144909,6707,2511794,media-agent,S,13,35
1789144911,6709,2511716,media-agent,S,17,18
1789144911,6709,2511725,media-agent,S,0,0
1789144911,6709,2511726,media-agent,S,0,0
1789144911,6709,2511727,media-agent,S,0,0
1789144911,6709,2511728,media-agent,S,0,0
1789144911,6709,2511729,media-agent,S,0,0
1789144911,6709,2511730,media-agent,S,9,28
1789144911,6709,2511731,media-agent,S,0,0
1789144911,6709,2511732,pool-spawner,S,0,0
1789144911,6709,2511733,queue1:src,S,392,1226
1789144911,6709,2511738,queue0:src,S,658,1417
1789144911,6709,2511788,media-agent,S,98,110
1789144911,6709,2511789,decklinkaudiosr,S,672,354
1789144911,6709,2511790,decklinkvideosr,S,810,392
1789144911,6709,2511791,decklinkvideosr,S,1309,56020
1789144911,6709,2511792,media-agent,S,276,79
1789144911,6709,2511793,media-agent,S,15,2
1789144911,6709,2511794,media-agent,S,13,35
1789144913,6711,2511716,media-agent,S,17,18
1789144913,6711,2511725,media-agent,S,0,0
1789144913,6711,2511726,media-agent,S,0,0
1789144913,6711,2511727,media-agent,S,0,0
1789144913,6711,2511728,media-agent,S,0,0
1789144913,6711,2511729,media-agent,S,0,0
1789144913,6711,2511730,media-agent,S,9,28
1789144913,6711,2511731,media-agent,S,0,0
1789144913,6711,2511732,pool-spawner,S,0,0
1789144913,6711,2511733,queue1:src,S,392,1226
1789144913,6711,2511738,queue0:src,S,659,1417
1789144913,6711,2511788,media-agent,S,98,110
1789144913,6711,2511789,decklinkaudiosr,S,672,354
1789144913,6711,2511790,decklinkvideosr,S,810,392
1789144913,6711,2511791,decklinkvideosr,S,1309,56039
1789144913,6711,2511792,media-agent,S,276,79
1789144913,6711,2511793,media-agent,S,15,2
1789144913,6711,2511794,media-agent,S,13,35
1789144915,6713,2511716,media-agent,S,17,18
1789144915,6713,2511725,media-agent,S,0,0
1789144915,6713,2511726,media-agent,S,0,0
1789144915,6713,2511727,media-agent,S,0,0
1789144915,6713,2511728,media-agent,S,0,0
1789144915,6713,2511729,media-agent,S,0,0
1789144915,6713,2511730,media-agent,S,9,28
1789144915,6713,2511731,media-agent,S,0,0
1789144915,6713,2511732,pool-spawner,S,0,0
1789144915,6713,2511733,queue1:src,S,392,1227
1789144915,6713,2511738,queue0:src,S,659,1417
1789144915,6713,2511788,media-agent,S,98,110
1789144915,6713,2511789,decklinkaudiosr,S,672,354
1789144915,6713,2511790,decklinkvideosr,S,811,392
1789144915,6713,2511791,decklinkvideosr,S,1310,56058
1789144915,6713,2511792,media-agent,S,276,79
1789144915,6713,2511793,media-agent,S,15,2
1789144915,6713,2511794,media-agent,S,13,35
1789144917,6715,2511716,media-agent,S,17,18
1789144917,6715,2511725,media-agent,S,0,0
1789144917,6715,2511726,media-agent,S,0,0
1789144917,6715,2511727,media-agent,S,0,0
1789144917,6715,2511728,media-agent,S,0,0
1789144917,6715,2511729,media-agent,S,0,0
1789144917,6715,2511730,media-agent,S,9,28
1789144917,6715,2511731,media-agent,S,0,0
1789144917,6715,2511732,pool-spawner,S,0,0
1789144917,6715,2511733,queue1:src,S,392,1227
1789144917,6715,2511738,queue0:src,S,660,1417
1789144917,6715,2511788,media-agent,S,98,110
1789144917,6715,2511789,decklinkaudiosr,S,673,354
1789144917,6715,2511790,decklinkvideosr,S,811,392
1789144917,6715,2511791,decklinkvideosr,S,1310,56069
1789144917,6715,2511792,media-agent,S,276,79
1789144917,6715,2511793,media-agent,S,15,2
1789144917,6715,2511794,media-agent,S,13,35
1789144919,6717,2511716,media-agent,S,17,18
1789144919,6717,2511725,media-agent,S,0,0
1789144919,6717,2511726,media-agent,S,0,0
1789144919,6717,2511727,media-agent,S,0,0
1789144919,6717,2511728,media-agent,S,0,0
1789144919,6717,2511729,media-agent,S,0,0
1789144919,6717,2511730,media-agent,S,9,28
1789144919,6717,2511731,media-agent,S,0,0
1789144919,6717,2511732,pool-spawner,S,0,0
1789144919,6717,2511733,queue1:src,S,392,1227
1789144919,6717,2511738,queue0:src,S,660,1417
1789144919,6717,2511788,media-agent,S,98,110
1789144919,6717,2511789,decklinkaudiosr,S,673,354
1789144919,6717,2511790,decklinkvideosr,S,811,392
1789144919,6717,2511791,decklinkvideosr,S,1310,56088
1789144919,6717,2511792,media-agent,S,276,80
1789144919,6717,2511793,media-agent,S,15,2
1789144919,6717,2511794,media-agent,S,13,35
1789144921,6719,2511716,media-agent,S,17,18
1789144921,6719,2511725,media-agent,S,0,0
1789144921,6719,2511726,media-agent,S,0,0
1789144921,6719,2511727,media-agent,S,0,0
1789144921,6719,2511728,media-agent,S,0,0
1789144921,6719,2511729,media-agent,S,0,0
1789144921,6719,2511730,media-agent,S,9,28
1789144921,6719,2511731,media-agent,S,0,0
1789144921,6719,2511732,pool-spawner,S,0,0
1789144921,6719,2511733,queue1:src,S,393,1228
1789144921,6719,2511738,queue0:src,S,661,1417
1789144921,6719,2511788,media-agent,S,98,110
1789144921,6719,2511789,decklinkaudiosr,S,673,354
1789144921,6719,2511790,decklinkvideosr,S,812,392
1789144921,6719,2511791,decklinkvideosr,S,1311,56107
1789144921,6719,2511792,media-agent,S,276,80
1789144921,6719,2511793,media-agent,S,15,2
1789144921,6719,2511794,media-agent,S,13,35
1789144923,6721,2511716,media-agent,S,17,18
1789144923,6721,2511725,media-agent,S,0,0
1789144923,6721,2511726,media-agent,S,0,0
1789144923,6721,2511727,media-agent,S,0,0
1789144923,6721,2511728,media-agent,S,0,0
1789144923,6721,2511729,media-agent,S,0,0
1789144923,6721,2511730,media-agent,S,9,28
1789144923,6721,2511731,media-agent,S,0,0
1789144923,6721,2511732,pool-spawner,S,0,0
1789144923,6721,2511733,queue1:src,S,393,1228
1789144923,6721,2511738,queue0:src,S,661,1417
1789144923,6721,2511788,media-agent,S,98,110
1789144923,6721,2511789,decklinkaudiosr,S,674,354
1789144923,6721,2511790,decklinkvideosr,S,812,392
1789144923,6721,2511791,decklinkvideosr,S,1311,56118
1789144923,6721,2511792,media-agent,S,276,80
1789144923,6721,2511793,media-agent,S,15,2
1789144923,6721,2511794,media-agent,S,13,35
1789144925,6723,2511716,media-agent,S,17,18
1789144925,6723,2511725,media-agent,S,0,0
1789144925,6723,2511726,media-agent,S,0,0
1789144925,6723,2511727,media-agent,S,0,0
1789144925,6723,2511728,media-agent,S,0,0
1789144925,6723,2511729,media-agent,S,0,0
1789144925,6723,2511730,media-agent,S,9,28
1789144925,6723,2511731,media-agent,S,0,0
1789144925,6723,2511732,pool-spawner,S,0,0
1789144925,6723,2511733,queue1:src,S,393,1229
1789144925,6723,2511738,queue0:src,S,662,1417
1789144925,6723,2511788,media-agent,S,98,110
1789144925,6723,2511789,decklinkaudiosr,S,674,354
1789144925,6723,2511790,decklinkvideosr,S,813,392
1789144925,6723,2511791,decklinkvideosr,S,1311,56137
1789144925,6723,2511792,media-agent,S,277,80
1789144925,6723,2511793,media-agent,S,15,2
1789144925,6723,2511794,media-agent,S,13,35
1789144927,6725,2511716,media-agent,S,17,18
1789144927,6725,2511725,media-agent,S,0,0
1789144927,6725,2511726,media-agent,S,0,0
1789144927,6725,2511727,media-agent,S,0,0
1789144927,6725,2511728,media-agent,S,0,0
1789144927,6725,2511729,media-agent,S,0,0
1789144927,6725,2511730,media-agent,S,9,28
1789144927,6725,2511731,media-agent,S,0,0
1789144927,6725,2511732,pool-spawner,S,0,0
1789144927,6725,2511733,queue1:src,S,393,1229
1789144927,6725,2511738,queue0:src,S,663,1417
1789144927,6725,2511788,media-agent,S,98,110
1789144927,6725,2511789,decklinkaudiosr,S,674,354
1789144927,6725,2511790,decklinkvideosr,S,813,392
1789144927,6725,2511791,decklinkvideosr,S,1311,56156
1789144927,6725,2511792,media-agent,S,277,80
1789144927,6725,2511793,media-agent,S,15,2
1789144927,6725,2511794,media-agent,S,13,35
1789144929,6727,2511716,media-agent,S,17,18
1789144929,6727,2511725,media-agent,S,0,0
1789144929,6727,2511726,media-agent,S,0,0
1789144929,6727,2511727,media-agent,S,0,0
1789144929,6727,2511728,media-agent,S,0,0
1789144929,6727,2511729,media-agent,S,0,0
1789144929,6727,2511730,media-agent,S,9,28
1789144929,6727,2511731,media-agent,S,0,0
1789144929,6727,2511732,pool-spawner,S,0,0
1789144929,6727,2511733,queue1:src,S,393,1229
1789144929,6727,2511738,queue0:src,S,663,1417
1789144929,6727,2511788,media-agent,S,98,110
1789144929,6727,2511789,decklinkaudiosr,S,674,354
1789144929,6727,2511790,decklinkvideosr,S,813,392
1789144929,6727,2511791,decklinkvideosr,S,1312,56166
1789144929,6727,2511792,media-agent,S,277,80
1789144929,6727,2511793,media-agent,S,15,2
1789144929,6727,2511794,media-agent,S,13,35
1789144931,6729,2511716,media-agent,S,17,18
1789144931,6729,2511725,media-agent,S,0,0
1789144931,6729,2511726,media-agent,S,0,0
1789144931,6729,2511727,media-agent,S,0,0
1789144931,6729,2511728,media-agent,S,0,0
1789144931,6729,2511729,media-agent,S,0,0
1789144931,6729,2511730,media-agent,S,9,28
1789144931,6729,2511731,media-agent,S,0,0
1789144931,6729,2511732,pool-spawner,S,0,0
1789144931,6729,2511733,queue1:src,S,393,1230
1789144931,6729,2511738,queue0:src,S,664,1417
1789144931,6729,2511788,media-agent,S,99,110
1789144931,6729,2511789,decklinkaudiosr,S,675,354
